Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,169
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,71,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,243,32,156
2003,China,5326,346,4656
2003,"Hong Kong SAR, China",1755,295,1386
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",698,83,443
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,169
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,72,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,247,32,171
2003,China,5326,346,4725
2003,"Hong Kong SAR, China",1755,295,1387
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",697,83,460
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,169
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,73,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,246,33,176
2003,China,5326,347,4762
2003,"Hong Kong SAR, China",1755,295,1393
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",697,83,469
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,169
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,75,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,245,34,175
2003,China,5326,347,4786
2003,"Hong Kong SAR, China",1755,296,1396
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",695,84,472
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,170
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,75,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,245,34,180
2003,China,5326,347,4806
2003,"Hong Kong SAR, China",1755,296,1403
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",695,84,480
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,170
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,6
2003,United Kingdom,4,0,4
2003,United States,74,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,246,35,182
2003,China,5326,347,4895
2003,"Hong Kong SAR, China",1755,296,1411
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",692,84,486
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,170
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,74,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,249,37,188
2003,China,5326,347,4901
2003,"Hong Kong SAR, China",1755,296,1417
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",687,84,492
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,170
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,75,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,250,37,188
2003,China,5327,348,4916
2003,"Hong Kong SAR, China",1755,296,1419
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",686,84,492
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Japan,1,0,0
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,31,170
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,75,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,251,37,190
2003,China,5327,348,4921
2003,"Hong Kong SAR, China",1755,296,1419
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",682,84,491
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,9,0,9
2003,Japan,1,0,0
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,170
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,74,0,36
2003,Viet Nam,63,5,58
2003,Brazil,3,0,2
2003,Canada,251,37,191
2003,China,5327,348,4921
2003,"Hong Kong SAR, China",1755,297,1422
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",681,84,492
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,5,0,5
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,74,0,64
2003,Viet Nam,63,5,58
2003,Australia,5,0,5
2003,Brazil,3,0,2
2003,Canada,252,37,192
2003,China,5327,348,4927
2003,"Hong Kong SAR, China",1755,298,1429
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",678,84,495
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,5,0,5
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,73,0,63
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,252,38,192
2003,China,5327,348,4930
2003,"Hong Kong SAR, China",1755,298,1429
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",678,84,498
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,5,0,5
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,73,0,63
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,252,38,192
2003,China,5327,348,4933
2003,"Hong Kong SAR, China",1755,298,1429
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",676,84,498
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,73,0,63
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,251,38,193
2003,China,5327,348,4933
2003,"Hong Kong SAR, China",1755,298,1429
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",674,84,498
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,73,0,65
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,251,38,193
2003,China,5327,348,4934
2003,"Hong Kong SAR, China",1755,298,1430
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",674,84,500
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,73,0,65
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,251,38,193
2003,China,5327,348,4934
2003,"Hong Kong SAR, China",1755,298,1430
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",674,84,500
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,73,0,65
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,250,38,194
2003,China,5327,348,4934
2003,"Hong Kong SAR, China",1755,298,1430
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",671,84,502
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,74,0,64
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,249,38,193
2003,China,5327,348,4939
2003,"Hong Kong SAR, China",1755,298,1431
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",671,84,504
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,171
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,75,0,67
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,250,38,194
2003,China,5327,348,4941
2003,"Hong Kong SAR, China",1755,298,1431
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",671,84,506
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,0,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,172
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,75,0,67
2003,Viet Nam,63,5,58
2003,Brazil,1,0,1
2003,Canada,250,38,194
2003,China,5327,348,4941
2003,"Hong Kong SAR, China",1755,298,1433
2003,"Macao SAR, China",1,0,1
2003,"Taiwan, China",671,84,507
2003,Colombia,1,0,1
2003,Finland,1,0,1
2003,France,7,1,6
2003,Germany,10,0,9
2003,India,3,0,3
2003,Indonesia,2,0,2
2003,Italy,4,0,4
2003,Kuwait,1,0,1
2003,Malaysia,5,2,3
2003,Mongolia,9,0,9
2003,New Zealand,1,0,1
2003,Philippines,14,2,12
2003,Republic of Ireland,1,0,1
2003,Republic of Korea,3,0,3
2003,Romania,1,0,1
2003,Russian Federation,1,0,0
2003,Singapore,206,32,172
2003,South Africa,1,1,0
2003,Spain,1,0,1
2003,Sweden,3,0,3
2003,Switzerland,1,0,1
2003,Thailand,9,2,7
2003,United Kingdom,4,0,4
2003,United States,75,0,67
2003,Viet Nam,63,5,58
